respondent_id,persona,age_group,gender,city_tier,occupation,income_band,monthly_income_inr,purchase_frequency,preferred_categories,purchase_motivation,brand_affinity,brand_tier_score,resale_experience,preferred_channel,resale_pain_points,counterfeit_concern,auth_premium_willingness,escrow_preference,style_subcategories,watch_styles,color_material_pref,occasion_usage,avg_spend_band,avg_spend_inr,annual_budget_band,annual_budget_inr,resale_new_pref_score,desired_features,trust_drivers,adoption_likelihood,adoption_score,adoption_binary,discovery_channel,research_days,social_influence_source,peer_spend_band,price_switch_threshold_pct,incumbent_platform_trust,festive_purchase,trust_composite_score,spend_to_income_ratio,category_diversity_score,feature_demand_score,research_days_flagged,high_spend_ratio_flag
LL_0411,Professional Reseller,25–34,Female,Tier 2,Freelancer/Consultant,"₹1,00,001–₹2,50,000",175000,Multiple times a month,"Watches & Timepieces, Sneakers & Footwear",Investment / asset appreciation,"Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – both bought and sold,Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",3,2,3,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Modern limited editions / collabs","Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc)","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","Above ₹15,00,000",2000000,"₹25,000–₹1,00,000",62500,9,Live auctions / social bidding,"Media coverage and social proof, Transparent pricing benchmarks, Physical authentication centers in India",Neutral,3,0,Friends & Family,5,Self-driven / independent,"₹2,50,001–₹5,00,000",5,1,No,2.67,11.43,2,1,0,1
LL_0412,Professional Reseller,35–44,Female,Tier 2,Business Owner/Entrepreneur,"₹2,50,001–₹5,00,000",375000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Investment / asset appreciation, Gifting to others, Sustainability (pre-owned is eco-friendly)","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – both bought and sold,Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Lack of transparent pricing, Complicated or risky payment process",4,5,4,"Structured handbags (Birkin, Classic Flap), Sneakers – Classic (Air Jordan, Stan Smith), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Vintage / classic pieces (pre-2000)","Classic leather (smooth, grained)","Daily / everyday use, Special events (weddings, parties), Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"Above ₹30,00,000",4000000,10,AI-powered authentication certificate,"Partnerships with luxury brands, Transparent pricing benchmarks, Physical authentication centers in India",Neutral,3,0,Online article / blog,6,Self-driven / independent,"₹5,00,001–₹10,00,000",14,3,No,4.33,0.87,5,1,0,0
LL_0413,HNW Collector,25–34,Male,Tier 2,Business Owner/Entrepreneur,"₹50,000–₹1,00,000",75000,Once every 2–3 months,"Handbags & Purses, Watches & Timepieces, Fine Jewelry & Accessories","Personal reward / self-indulgence, Status and social signaling, Investment / asset appreciation","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – both bought and sold,Vestiaire Collective / Tradesy (international),"Difficulty verifying item condition, No post-sale recourse or return policy",4,5,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry",Not applicable,"Minimalist / logo-free aesthetic, Gold hardware preference","Special events (weddings, parties)","Above ₹15,00,000",2000000,"₹10,00,001–₹30,00,000",2000000,6,Escrow payment protection,"Partnerships with luxury brands, Physical authentication centers in India",Very Likely,5,1,Friends & Family,42,Peers / friends,"₹50,000–₹1,00,000",18,3,No,4.33,26.67,3,1,0,1
LL_0414,Cautious Explorer,55+,Female,Tier 2,Student,"Below ₹50,000",35000,Once every 2–3 months,"Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories","Personal reward / self-indulgence, Status and social signaling, Gifting to others","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – bought only,Instagram / WhatsApp (informal),"Difficulty verifying item condition, Complicated or risky payment process, Unreliable logistics and delivery",4,5,5,"Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Exotic materials (python, ostrich, croc), Gold hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹50,001–₹1,50,000",100000,"Below ₹25,000",15000,3,"Blockchain-backed ownership record, Portfolio / Vault tracker, Live auctions / social bidding","Partnerships with luxury brands, Media coverage and social proof, Physical authentication centers in India",Very Unlikely,1,0,Friends & Family,17,Family,"Below ₹50,000",35,3,Yes,4.67,2.86,3,3,0,0
LL_0415,HNW Collector,35–44,Female,Tier 2,Business Owner/Entrepreneur,"₹2,50,001–₹5,00,000",375000,Once a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Investment / asset appreciation, Gifting to others","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,"No, not interested",Vestiaire Collective / Tradesy (international),Difficulty verifying item condition,5,5,4,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Gold/diamond fine jewelry",Not applicable,"Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹5,00,001–₹15,00,000",1000000,"₹10,00,001–₹30,00,000",2000000,7,"Escrow payment protection, Portfolio / Vault tracker, Trade-in or buy-back guarantee","Verified seller ratings and reviews, Media coverage and social proof, Transparent pricing benchmarks",Very Likely,5,1,YouTube,34,Family,"₹2,50,001–₹5,00,000",16,3,Yes,4.67,2.67,6,3,0,0
LL_0416,Aspirational Professional,45–54,Female,Tier 1 (Metro),Business Owner/Entrepreneur,"Above ₹10,00,000",1500000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories",Gifting to others,"True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – bought only,Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",3,5,4,"Casual/tote bags (Neverfull, Speedy)","Sports/dive watches (Rolex Sub, AP Royal Oak)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Special events (weddings, parties)","₹1,50,001–₹5,00,000",325000,"₹10,00,001–₹30,00,000",2000000,8,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker","Media coverage and social proof, Transparent pricing benchmarks, Physical authentication centers in India",Very Unlikely,1,0,Instagram / Reels,20,Peers / friends,"Above ₹10,00,000",18,1,Yes,4.0,0.22,4,4,0,0
LL_0417,Aspirational Professional,35–44,Female,Tier 1 (Metro),Salaried – Govt/PSU,"₹50,000–₹1,00,000",75000,Multiple times a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Status and social signaling, Gifting to others","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – both bought and sold,Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Difficulty verifying item condition, Complicated or risky payment process",4,4,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Gold/diamond fine jewelry","Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Special events (weddings, parties)","₹10,000–₹50,000",30000,"₹1,00,001–₹3,00,000",200000,6,"AI-powered authentication certificate, Escrow payment protection, Portfolio / Vault tracker, Dedicated customer support SLA","Verified seller ratings and reviews, Physical authentication centers in India",Likely,4,1,Friends & Family,15,Peers / friends,"₹50,000–₹1,00,000",33,2,No,4.0,0.4,6,4,0,0
LL_0418,Professional Reseller,25–34,Male,Tier 1 (Metro),Business Owner/Entrepreneur,"₹1,00,001–₹2,50,000",175000,Multiple times a month,Fine Jewelry & Accessories,"Investment / asset appreciation, Gifting to others","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – both bought and sold,Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Lack of transparent pricing, Complicated or risky payment process",5,3,4,"Dress/sport watches (Submariner, Nautilus)",Not applicable,"Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹5,00,001–₹15,00,000",1000000,"₹10,00,001–₹30,00,000",2000000,5,"AI-powered authentication certificate, Portfolio / Vault tracker, Live auctions / social bidding","Verified seller ratings and reviews, Transparent pricing benchmarks, Physical authentication centers in India",Neutral,3,0,Friends & Family,5,Self-driven / independent,"₹2,50,001–₹5,00,000",7,3,No,4.0,5.71,1,3,0,0
LL_0419,Aspirational Professional,25–34,Female,Tier 3 / Small Town,Business Owner/Entrepreneur,"₹50,000–₹1,00,000",75000,2–3 times a year,"Small Leather Goods, Apparel & Ready-to-Wear","Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, not interested",Vestiaire Collective / Tradesy (international),Complicated or risky payment process,5,4,5,"Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Dress watches (Cartier Tank, Patek Calatrava)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic","Daily / everyday use, Professional / office settings, Long-term investment / asset to hold","₹50,001–₹1,50,000",100000,"₹25,000–₹1,00,000",62500,6,"Escrow payment protection, Portfolio / Vault tracker","Partnerships with luxury brands, Transparent pricing benchmarks",Unlikely,2,0,Instagram / Reels,22,Partner / spouse,"₹1,00,001–₹2,50,000",17,1,No,4.67,1.33,2,2,0,0
LL_0420,Cautious Explorer,18–24,Female,Tier 2,Salaried – Private,"₹1,00,001–₹2,50,000",175000,Once every 2–3 months,Watches & Timepieces,Status and social signaling,"Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Have not used any platform,"Lack of transparent pricing, Complicated or risky payment process",4,2,3,"Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Sports/dive watches (Rolex Sub, AP Royal Oak), Chronographs (Daytona, Speedmaster)","Neutral tones (black, beige, tan), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","Below ₹10,000",7500,"₹25,000–₹1,00,000",62500,5,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Dedicated customer support SLA","Verified seller ratings and reviews, Transparent pricing benchmarks",Neutral,3,0,YouTube,42,Self-driven / independent,"₹2,50,001–₹5,00,000",50,1,No,3.0,0.04,1,6,0,0
LL_0421,Professional Reseller,25–34,Male,Tier 3 / Small Town,Business Owner/Entrepreneur,"₹50,000–₹1,00,000",75000,Multiple times a month,"Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear",Investment / asset appreciation,"True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – both bought and sold,Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition, Complicated or risky payment process, Unreliable logistics and delivery",4,5,4,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference","Special events (weddings, parties), Long-term investment / asset to hold","₹50,001–₹1,50,000",100000,"₹1,00,001–₹3,00,000",200000,8,"Blockchain-backed ownership record, Portfolio / Vault tracker, Live auctions / social bidding","Media coverage and social proof, Transparent pricing benchmarks, Physical authentication centers in India",Likely,4,1,Brand store / website,33,Social media influencers,"₹1,00,001–₹2,50,000",10,3,No,4.33,1.33,4,3,0,0
LL_0422,HNW Collector,45–54,Male,Tier 1 (Metro),Business Owner/Entrepreneur,"₹1,00,001–₹2,50,000",175000,Once every 2–3 months,"Handbags & Purses, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods",Status and social signaling,"True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,"No, but open to it",Vestiaire Collective / Tradesy (international),"Risk of counterfeit / fake items, Unreliable logistics and delivery, No post-sale recourse or return policy",5,4,4,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster)","Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Gold hardware preference, Silver hardware preference","Daily / everyday use, Special events (weddings, parties), Long-term investment / asset to hold","Above ₹15,00,000",2000000,"₹3,00,001–₹10,00,000",650000,6,Escrow payment protection,"Partnerships with luxury brands, Physical authentication centers in India",Very Likely,5,1,YouTube,56,Self-driven / independent,"₹2,50,001–₹5,00,000",20,2,No,4.33,11.43,4,1,0,1
